author,werk,kapitel,vers,text
Corpus_cpg-1050,Kommentar (Deutsch): Einleitung zum Barnabasbrief,Barnabasbrief,4,"Der Barnabasbrief ist wie als theologisches, so auch als literarisches Erzeugnis nicht hoch einzuschätzen. Es finden sich manche Fehler, Abbiegungen, Sprünge in der Gedankenführung, und auch stilistisch ist der Brief mit seiner plumpen Sprache kein Meisterstück. Aber aus diesen Mängeln darf nicht auf eine Überarbeitung und Interpolationen, sondern nur auf eine mangelhafte Bildung und geringe schriftstellerische Begabung des Autors geschlossen werden; er selbst will sich einfacher Schreibweise befleißen wegen der Fassungskraft seiner Leser (c. 6, 5). Diese erscheinen im Briefe als eine nicht mit Namen genannte und auch sonst nicht näher bestimmte christliche Gemeinde, die der Verfasser aus persönlichem Verkehre kennt (c. 1, 3; vergl. 9, 9); daher kommt wohl auch die fast zärtliche Anrede an die Briefempfänger: Söhne und Töchter, Kinder, Brüder (c. 1, 1; 2, 10; 3, 6; 4, 14; 5, 5; 7, 1; 15, 4; 21, 9). Obwohl der Brief den Charakter einer lehrhaften Abhandlung trägt, liegt doch kein genügender Grund vor, die Adresse nur als eine literarische Einkleidungsform anzusehen und den Brief schlechthin an die Christenheit gerichtet zu betrachten4. Der Brief erhebt nirgends den Anspruch, vom Apostel Barnabas verfasst oder auch nur apostolischen Ursprungs zu sein; trotzdem hat ihn die Überlieferung von frühesten Zeiten dem Apostel Barnabas, dem Reisegefährten und Mitarbeiter Pauli5, zugesprochen. Bei Klemens von Alexandrien6S. 74werden Worte aus dem Briefe als solche des Apostels Barnabas erwähnt, der codex Sinaiticus, eine Bibelhandschrift aus dem vierten Jahrhundert, bringt den Brief hinter der Offenbarung des Johannes und vor dem Hirten des Hermas; Origines nennt ihn (καθολικὴ ἐπιστολὴ)7und zählt ihn nach Rufins Übersetzung des Werkes de principiis zur scriptura sacra8. Eusebius9rechnet ihn zu den umstrittenen Schriften, Hieronymus10zu den Apokryphen. Es haben sich auch mehrere Verteidiger der Echtheit des Barnabasbriefes gefunden (Alsog, Nirschl, auch Jungmann). Auf das Zeugnis des Altertums, das ähnlicherweise einmütig die romanhaften „Klementinen“ dem Klemens von Rom zuschreibt, dürfte nicht zuviel Wert gelegt werden; denn es ist nicht anzunehmen, dass der Apostel Barnabas zur Zeit, da der Brief entstanden ist - einige Zeit nach 7011- noch am Leben gewesen ist. Sodann enthält der Brief, wie wir oben gesehen haben, eine derart schroffe, prinzipielle Ablehnung des Alten Bundes, wie sie selbst einem Gefährten des Heidenapostels Paulus nicht zuzutrauen ist. Denn zwischen Pauli Lehre über das Alte Testament und den Anschauungen des Barnabasbriefes klafft eine breite Kluft. Paulus erkennt auch im Alten Bund ein gottgewolltes Institut, der Barnabasbrief redet von teuflischem Trugwerk (c. 9, 4). Solche Anschauungen passen nicht in die Kreise der Apostel Jesu Christi, nicht in den Gedankengang seiner Lehre über das Alte Testament. So bleibt uns also der Verfasser des Briefes unbekannt; seine Vertrautheit mit dem jüdischen Zeremoniell lässt vermuten, dass er aus jüdischen Kreisen zum Christentum gekommen ist."
Corpus_cpg-1050,Kommentar (Deutsch): Einleitung zum Barnabasbrief,Barnabasbrief,12,"Wann ist der Brief geschrieben worden? Einen sicheren Termin post quem bietet die Angabe über die Zerstörung des Tempels von Jerusalem im Jahre 70: „Denn da sie Krieg führten, wurde (der Tempel) von den Feinden zerstört;jetztaber wollen gerade dieS. 75Diener der Feinde ihn wieder aufbauen“ (c. 16, 4). Der mit „jetzt“ eingeleitete Satz lässt schließen, dass seit der Zerstörung des Tempels schon einige Zeit verflossen ist. Für die Gewinnung des Termins ante quem werden die Angaben des 4. und 16. Kapitels herangezogen, aber verschieden gewertet. Harnack beruft sich auf die eben erwähnte Stelle des 16. Kapitels von dem bevorstehenden Wiederaufbau des Tempels und sieht darin einen Hinweis auf den Bau des Jupitertempels in Jerusalem unter Kaiser Hadrian (117-138); dies führt ins Jahr 130 oder 13112. Funk13spricht dieser Stelle die Beweiskraft ab; es fehle die Begründung für die Beziehung der Stelle auf Hadrian, da die Worte sich genügend erklären aus der Hoffnung der Juden auf Wiederherstellung des Tempels, zudem sei die Stelle eher vom geistlichen Tempelbau zu verstehen (siehe vor allem c. 16, 6 ff.). Funk stützt seine Datierung auf die in Kapitel 4, 4 angeführte Danielstelle 7, 24: „Zehn Königreiche werden auf Erden die Herrschaft führen; dann wird nach ihnen ein kleiner König aufstehen, der drei von den Königen auf einmal demütigen wird.“ In dem kleinen elften König sieht Funk den römischen Kaiser Nerva (96-98), der auf die Ermordung Domitians hin den Thron bestieg; in Domitian seien die drei Flavier, als Einheit gefasst, gestürzt. Gewiss hat diese Erklärung ihre Schwierigkeiten (so ist Nerva nicht der elfte, sondern der zwölfte Kaiser, aber von den drei Kaisern des Jahres 69 konnte leicht einer übersehen werden), aber jedenfalls hält uns der zehnte oder elfte Kaiser im ersten Jahrhundert fest."
Corpus_cpg-1050,Kommentar (Deutsch): Einleitung zum Barnabasbrief,Barnabasbrief,,"Die im Barnabasbrief bis ins Übermaß gehäufte allegorische Schrifterklärung weist darauf hin, in Alexandrien die Heimat des Verfassers zu suchen; denn dort war diese Art der Schriftauslegung zu Hause."
Corpus_cpg-1050,Kommentar (Deutsch): Einleitung zum Barnabasbrief,Barnabasbrief,,"O. Bardenhewer, Gesch. d. altkirchl. Literatur I (2. Aufl.) 113.↩"
Corpus_cpg-1050,Kommentar (Deutsch): Einleitung zum Barnabasbrief,Barnabasbrief,,"G. Krüger, Gesch. d. altchristl. Literatur 1895, 14.↩"
Corpus_cpg-1050,Kommentar (Deutsch): Einleitung zum Barnabasbrief,Barnabasbrief,,"Die Erlaubnis zum Bau eines jüdischen Tempels hat Hadrian nicht gegeben (Schürer, Gesch. des jüdischen Volkes im Zeitalter Jesu Christi, I (3. - 4. Aufl.) (1901) S. 671 ff.).↩"
Corpus_cpg-1050,Kommentar (Deutsch): Einleitung zum Barnabasbrief,Barnabasbrief,,Wetzer u. Weltes Kirchenlexikon I (2. Aufl.) 2029 u. Kirchengesch. Abhandlungen u. Untersuch. II 1899 S. 77-108.↩
Corpus_cpg-1050,Kommentar (Deutsch): Einleitung zum Barnabasbrief,Barnabasbrief,1,"EinleitungS. 71Der Barnabasbrief ist vollständig in zwei griechischen Handschriften überliefert, nämlich in dem codex Sinaiticus aus dem vierten Jahrhundert und in dem schon genannten codex Hierosolymitanus aus dem Jahre 1056. Außerdem sind noch acht, alle auf den gleichen Archetypus zurückgehende Handschriften vorhanden, von denen aber der Anfang bis c. 5, 7 fehlt1. Dazu kommt eine alte, vor 700 gefertigte, aber mangelhafte lateinische Übersetzung, in der sich nur Kapitel 1-17 finden. Die erste Ausgabe des Briefes durchJ. Usherwurde 1642 gedruckt, wurde aber durch Feuer zerstört, bevor sie der Öffentlichkeit übergeben wurde. Im Jahre 1645 erschien dann die zweite Ausgabe durch den MaurinerH. Ménard, beziehungsweise, da er vor der Veröffentlichung starb, durch seinen OrdensgenossenFr. L. D’Achéry. Daran schließt sich eine Reihe weiterer Ausgaben, Übersetzungen und Untersuchungen2."
Corpus_cpg-1050,Kommentar (Deutsch): Einleitung zum Barnabasbrief,Barnabasbrief,,"Der Barnabasbrief zerfällt außer dem Einleitungskapitel 1 und dem Schlusskapitel 21 in zwei sehr ungleiche Teile. Der erste Teil, Kapitel 2-17 umfassend, ist lehrhaft (dogmatisch) gehalten, der zweite, Kapitel 18-20, enthält sittliche Vorschriften und Warnungen. Der Verfasser gibt den Zweck seines Schreibens in c. 1, 5 selbst an mit den Worten: „Damit ihr mit eurem Glauben vollkommene Erkenntnis habet“ (ἵνα μετὰ τῆς πίστεως ὑμῶν τελεὶαν ἒχητε τὴν γνῶσιν). Diese Erkenntnis (Gnosis) ist allerdings von ganz eigener Art. Denn der Verfasser will seinen Lesern vor allem die Wertlosigkeit der Offenbarung des Alten Bundes darlegen und nachweisen, dass die wörtliche, jüdische Auffassung derS. 72alttestamentlichen Lehren und Vorschriften durchaus verfehlt sei. Diese seien nur geistig, allegorisch zu verstehen. Gott will nicht materielle Gaben, nicht blutige Opfer von Tieren, sondern das Opfer, die Reue des Herzens (c. 2 u. 3); er will nicht die Beschneidung des Körpers, nicht den Verzicht auf den Genuss des Fleisches unreiner Tiere, sondern die Beschneidung der Ohren, damit sie für die Wahrheit sich öffnen, und des Herzens und die Enthaltung von Sünden, welche eben durch die unreinen Tiere versinnbildet werden (c. 9. 10). So ist das Schwein unter den verbotenen Tieren, weil es Menschen gibt, die dem Schweine ähnlich sind, das seinen Herrn vergisst, wenn es sich satt gefressen hat; Habicht, Weih und Rabe sind verboten, weil sie die Menschen versinnbildlichen, die nicht durch Arbeit und Schweiß, sondern durch Raub und Ungerechtigkeit ihren Lebensunterhalt erwerben (c. 10). Ein Beweis für die dreiste (nur in der griechischen Sprache mögliche) Allegorie des Verfassers bietet das 9. Kapitel. Hier ist die Rede davon, dass Abraham seine 318 Knechte beschneiden ließ. Dadurch sollte nämlich Abraham das Geheimnis der Erlösung durch den Kreuzestod Jesu Christi geoffenbart werden. Die Zahl 18 wird griechisch geschrieben (ιη), 300 = ’Ιη (σους) = (τ). (Τ) ist aber das Kreuzeszeichen; also bedeutet 18+300 = (ιη + τ) die Erlösung durch Jesu Kreuzestod. Der Alte Bund habe überhaupt keine Gültigkeit für die Juden gehabt. „Moses hat ihn zwar empfangen, aber sie waren desselben nicht würdig“ (c. 14, 4); vielmehr beziehe er sich im voraus ganz auf das Christentum: „Moses hat ihn zwar als sein Diener empfangen, aber der Herr hat ihn uns (= den Christen) gegeben als seinem Erbvolke, da er unseretwegen gelitten hat“ (c. 14, 4 und 4, 8). Das alte Testament in der jüdischen Auffassung sei nicht von Gott gewollt, durch den Betrug eines bösen Engels seien die Juden irregeführt worden (c. 9, 4), ihr Gottesdienst sei fast soviel wie der heidnische Götzendienst (c. 16, 2). So besteht also die vom Barnabasbrief vermittelte Erkenntnis (Gnosis) darin, dass der historische Alte Bund nicht auf göttlicher Anordnung beruhe; er sei nur geistig, allegorisch zu erklären, und so verstanden gehöre erS. 73dem Christentum an. Deshalb warnt er die Christen, dass sie nicht wie Proselyten der jüdischen Täuschung anheimfallen (c. 3, 6; 4, 6)."
Corpus_cpg-1050,Kommentar (Deutsch): Einleitung zum Barnabasbrief,Barnabasbrief,3,"Der zweite Teil des Briefes (c. 18-20) beschreibt den Weg des Lichtes, in vielfacher Übereinstimmung mit (oder in Abhängigkeit von) Didache c.1-53, empfiehlt gute Werke, Reinheit des Wandels, aufrichtige Gesinnung, Beherrschung der Zunge, Nächstenliebe, Güte. Der Weg der Finsternis ist krumm und voll Fluches; er zählt eine Reihe von Sünden auf und warnt vor ihnen."
Corpus_cpg-1050,Kommentar (Deutsch): Einleitung zum Barnabasbrief,Barnabasbrief,4,"Der Barnabasbrief ist wie als theologisches, so auch als literarisches Erzeugnis nicht hoch einzuschätzen. Es finden sich manche Fehler, Abbiegungen, Sprünge in der Gedankenführung, und auch stilistisch ist der Brief mit seiner plumpen Sprache kein Meisterstück. Aber aus diesen Mängeln darf nicht auf eine Überarbeitung und Interpolationen, sondern nur auf eine mangelhafte Bildung und geringe schriftstellerische Begabung des Autors geschlossen werden; er selbst will sich einfacher Schreibweise befleißen wegen der Fassungskraft seiner Leser (c. 6, 5). Diese erscheinen im Briefe als eine nicht mit Namen genannte und auch sonst nicht näher bestimmte christliche Gemeinde, die der Verfasser aus persönlichem Verkehre kennt (c. 1, 3; vergl. 9, 9); daher kommt wohl auch die fast zärtliche Anrede an die Briefempfänger: Söhne und Töchter, Kinder, Brüder (c. 1, 1; 2, 10; 3, 6; 4, 14; 5, 5; 7, 1; 15, 4; 21, 9). Obwohl der Brief den Charakter einer lehrhaften Abhandlung trägt, liegt doch kein genügender Grund vor, die Adresse nur als eine literarische Einkleidungsform anzusehen und den Brief schlechthin an die Christenheit gerichtet zu betrachten4. Der Brief erhebt nirgends den Anspruch, vom Apostel Barnabas verfasst oder auch nur apostolischen Ursprungs zu sein; trotzdem hat ihn die Überlieferung von frühesten Zeiten dem Apostel Barnabas, dem Reisegefährten und Mitarbeiter Pauli5, zugesprochen. Bei Klemens von Alexandrien6S. 74werden Worte aus dem Briefe als solche des Apostels Barnabas erwähnt, der codex Sinaiticus, eine Bibelhandschrift aus dem vierten Jahrhundert, bringt den Brief hinter der Offenbarung des Johannes und vor dem Hirten des Hermas; Origines nennt ihn (καθολικὴ ἐπιστολὴ)7und zählt ihn nach Rufins Übersetzung des Werkes de principiis zur scriptura sacra8. Eusebius9rechnet ihn zu den umstrittenen Schriften, Hieronymus10zu den Apokryphen. Es haben sich auch mehrere Verteidiger der Echtheit des Barnabasbriefes gefunden (Alsog, Nirschl, auch Jungmann). Auf das Zeugnis des Altertums, das ähnlicherweise einmütig die romanhaften „Klementinen“ dem Klemens von Rom zuschreibt, dürfte nicht zuviel Wert gelegt werden; denn es ist nicht anzunehmen, dass der Apostel Barnabas zur Zeit, da der Brief entstanden ist - einige Zeit nach 7011- noch am Leben gewesen ist. Sodann enthält der Brief, wie wir oben gesehen haben, eine derart schroffe, prinzipielle Ablehnung des Alten Bundes, wie sie selbst einem Gefährten des Heidenapostels Paulus nicht zuzutrauen ist. Denn zwischen Pauli Lehre über das Alte Testament und den Anschauungen des Barnabasbriefes klafft eine breite Kluft. Paulus erkennt auch im Alten Bund ein gottgewolltes Institut, der Barnabasbrief redet von teuflischem Trugwerk (c. 9, 4). Solche Anschauungen passen nicht in die Kreise der Apostel Jesu Christi, nicht in den Gedankengang seiner Lehre über das Alte Testament. So bleibt uns also der Verfasser des Briefes unbekannt; seine Vertrautheit mit dem jüdischen Zeremoniell lässt vermuten, dass er aus jüdischen Kreisen zum Christentum gekommen ist."
Corpus_cpg-1050,Kommentar (Deutsch): Einleitung zum Barnabasbrief,Barnabasbrief,12,"Wann ist der Brief geschrieben worden? Einen sicheren Termin post quem bietet die Angabe über die Zerstörung des Tempels von Jerusalem im Jahre 70: „Denn da sie Krieg führten, wurde (der Tempel) von den Feinden zerstört;jetztaber wollen gerade dieS. 75Diener der Feinde ihn wieder aufbauen“ (c. 16, 4). Der mit „jetzt“ eingeleitete Satz lässt schließen, dass seit der Zerstörung des Tempels schon einige Zeit verflossen ist. Für die Gewinnung des Termins ante quem werden die Angaben des 4. und 16. Kapitels herangezogen, aber verschieden gewertet. Harnack beruft sich auf die eben erwähnte Stelle des 16. Kapitels von dem bevorstehenden Wiederaufbau des Tempels und sieht darin einen Hinweis auf den Bau des Jupitertempels in Jerusalem unter Kaiser Hadrian (117-138); dies führt ins Jahr 130 oder 13112. Funk13spricht dieser Stelle die Beweiskraft ab; es fehle die Begründung für die Beziehung der Stelle auf Hadrian, da die Worte sich genügend erklären aus der Hoffnung der Juden auf Wiederherstellung des Tempels, zudem sei die Stelle eher vom geistlichen Tempelbau zu verstehen (siehe vor allem c. 16, 6 ff.). Funk stützt seine Datierung auf die in Kapitel 4, 4 angeführte Danielstelle 7, 24: „Zehn Königreiche werden auf Erden die Herrschaft führen; dann wird nach ihnen ein kleiner König aufstehen, der drei von den Königen auf einmal demütigen wird.“ In dem kleinen elften König sieht Funk den römischen Kaiser Nerva (96-98), der auf die Ermordung Domitians hin den Thron bestieg; in Domitian seien die drei Flavier, als Einheit gefasst, gestürzt. Gewiss hat diese Erklärung ihre Schwierigkeiten (so ist Nerva nicht der elfte, sondern der zwölfte Kaiser, aber von den drei Kaisern des Jahres 69 konnte leicht einer übersehen werden), aber jedenfalls hält uns der zehnte oder elfte Kaiser im ersten Jahrhundert fest."
Corpus_cpg-1050,Kommentar (Deutsch): Einleitung zum Barnabasbrief,Barnabasbrief,,"Die im Barnabasbrief bis ins Übermaß gehäufte allegorische Schrifterklärung weist darauf hin, in Alexandrien die Heimat des Verfassers zu suchen; denn dort war diese Art der Schriftauslegung zu Hause."
Corpus_cpg-1050,Kommentar (Deutsch): Einleitung zum Barnabasbrief,Barnabasbrief,,"O. Bardenhewer, Gesch. d. altkirchl. Literatur I (2. Aufl.) 113.↩"
Corpus_cpg-1050,Kommentar (Deutsch): Einleitung zum Barnabasbrief,Barnabasbrief,,"G. Krüger, Gesch. d. altchristl. Literatur 1895, 14.↩"
Corpus_cpg-1050,Kommentar (Deutsch): Einleitung zum Barnabasbrief,Barnabasbrief,,"Die Erlaubnis zum Bau eines jüdischen Tempels hat Hadrian nicht gegeben (Schürer, Gesch. des jüdischen Volkes im Zeitalter Jesu Christi, I (3. - 4. Aufl.) (1901) S. 671 ff.).↩"
Corpus_cpg-1050,Kommentar (Deutsch): Einleitung zum Barnabasbrief,Barnabasbrief,,Wetzer u. Weltes Kirchenlexikon I (2. Aufl.) 2029 u. Kirchengesch. Abhandlungen u. Untersuch. II 1899 S. 77-108.↩
Corpus_cpg-1050,Kommentar (Deutsch): Einleitung zum Barnabasbrief,Barnabasbrief,1,"EinleitungS. 71Der Barnabasbrief ist vollständig in zwei griechischen Handschriften überliefert, nämlich in dem codex Sinaiticus aus dem vierten Jahrhundert und in dem schon genannten codex Hierosolymitanus aus dem Jahre 1056. Außerdem sind noch acht, alle auf den gleichen Archetypus zurückgehende Handschriften vorhanden, von denen aber der Anfang bis c. 5, 7 fehlt1. Dazu kommt eine alte, vor 700 gefertigte, aber mangelhafte lateinische Übersetzung, in der sich nur Kapitel 1-17 finden. Die erste Ausgabe des Briefes durchJ. Usherwurde 1642 gedruckt, wurde aber durch Feuer zerstört, bevor sie der Öffentlichkeit übergeben wurde. Im Jahre 1645 erschien dann die zweite Ausgabe durch den MaurinerH. Ménard, beziehungsweise, da er vor der Veröffentlichung starb, durch seinen OrdensgenossenFr. L. D’Achéry. Daran schließt sich eine Reihe weiterer Ausgaben, Übersetzungen und Untersuchungen2."
Corpus_cpg-1050,Kommentar (Deutsch): Einleitung zum Barnabasbrief,Barnabasbrief,,"Der Barnabasbrief zerfällt außer dem Einleitungskapitel 1 und dem Schlusskapitel 21 in zwei sehr ungleiche Teile. Der erste Teil, Kapitel 2-17 umfassend, ist lehrhaft (dogmatisch) gehalten, der zweite, Kapitel 18-20, enthält sittliche Vorschriften und Warnungen. Der Verfasser gibt den Zweck seines Schreibens in c. 1, 5 selbst an mit den Worten: „Damit ihr mit eurem Glauben vollkommene Erkenntnis habet“ (ἵνα μετὰ τῆς πίστεως ὑμῶν τελεὶαν ἒχητε τὴν γνῶσιν). Diese Erkenntnis (Gnosis) ist allerdings von ganz eigener Art. Denn der Verfasser will seinen Lesern vor allem die Wertlosigkeit der Offenbarung des Alten Bundes darlegen und nachweisen, dass die wörtliche, jüdische Auffassung derS. 72alttestamentlichen Lehren und Vorschriften durchaus verfehlt sei. Diese seien nur geistig, allegorisch zu verstehen. Gott will nicht materielle Gaben, nicht blutige Opfer von Tieren, sondern das Opfer, die Reue des Herzens (c. 2 u. 3); er will nicht die Beschneidung des Körpers, nicht den Verzicht auf den Genuss des Fleisches unreiner Tiere, sondern die Beschneidung der Ohren, damit sie für die Wahrheit sich öffnen, und des Herzens und die Enthaltung von Sünden, welche eben durch die unreinen Tiere versinnbildet werden (c. 9. 10). So ist das Schwein unter den verbotenen Tieren, weil es Menschen gibt, die dem Schweine ähnlich sind, das seinen Herrn vergisst, wenn es sich satt gefressen hat; Habicht, Weih und Rabe sind verboten, weil sie die Menschen versinnbildlichen, die nicht durch Arbeit und Schweiß, sondern durch Raub und Ungerechtigkeit ihren Lebensunterhalt erwerben (c. 10). Ein Beweis für die dreiste (nur in der griechischen Sprache mögliche) Allegorie des Verfassers bietet das 9. Kapitel. Hier ist die Rede davon, dass Abraham seine 318 Knechte beschneiden ließ. Dadurch sollte nämlich Abraham das Geheimnis der Erlösung durch den Kreuzestod Jesu Christi geoffenbart werden. Die Zahl 18 wird griechisch geschrieben (ιη), 300 = ’Ιη (σους) = (τ). (Τ) ist aber das Kreuzeszeichen; also bedeutet 18+300 = (ιη + τ) die Erlösung durch Jesu Kreuzestod. Der Alte Bund habe überhaupt keine Gültigkeit für die Juden gehabt. „Moses hat ihn zwar empfangen, aber sie waren desselben nicht würdig“ (c. 14, 4); vielmehr beziehe er sich im voraus ganz auf das Christentum: „Moses hat ihn zwar als sein Diener empfangen, aber der Herr hat ihn uns (= den Christen) gegeben als seinem Erbvolke, da er unseretwegen gelitten hat“ (c. 14, 4 und 4, 8). Das alte Testament in der jüdischen Auffassung sei nicht von Gott gewollt, durch den Betrug eines bösen Engels seien die Juden irregeführt worden (c. 9, 4), ihr Gottesdienst sei fast soviel wie der heidnische Götzendienst (c. 16, 2). So besteht also die vom Barnabasbrief vermittelte Erkenntnis (Gnosis) darin, dass der historische Alte Bund nicht auf göttlicher Anordnung beruhe; er sei nur geistig, allegorisch zu erklären, und so verstanden gehöre erS. 73dem Christentum an. Deshalb warnt er die Christen, dass sie nicht wie Proselyten der jüdischen Täuschung anheimfallen (c. 3, 6; 4, 6)."
Corpus_cpg-1050,Kommentar (Deutsch): Einleitung zum Barnabasbrief,Barnabasbrief,3,"Der zweite Teil des Briefes (c. 18-20) beschreibt den Weg des Lichtes, in vielfacher Übereinstimmung mit (oder in Abhängigkeit von) Didache c.1-53, empfiehlt gute Werke, Reinheit des Wandels, aufrichtige Gesinnung, Beherrschung der Zunge, Nächstenliebe, Güte. Der Weg der Finsternis ist krumm und voll Fluches; er zählt eine Reihe von Sünden auf und warnt vor ihnen."
Corpus_cpg-1050,Kommentar (Deutsch): Einleitung zum Barnabasbrief,Barnabasbrief,4,"Der Barnabasbrief ist wie als theologisches, so auch als literarisches Erzeugnis nicht hoch einzuschätzen. Es finden sich manche Fehler, Abbiegungen, Sprünge in der Gedankenführung, und auch stilistisch ist der Brief mit seiner plumpen Sprache kein Meisterstück. Aber aus diesen Mängeln darf nicht auf eine Überarbeitung und Interpolationen, sondern nur auf eine mangelhafte Bildung und geringe schriftstellerische Begabung des Autors geschlossen werden; er selbst will sich einfacher Schreibweise befleißen wegen der Fassungskraft seiner Leser (c. 6, 5). Diese erscheinen im Briefe als eine nicht mit Namen genannte und auch sonst nicht näher bestimmte christliche Gemeinde, die der Verfasser aus persönlichem Verkehre kennt (c. 1, 3; vergl. 9, 9); daher kommt wohl auch die fast zärtliche Anrede an die Briefempfänger: Söhne und Töchter, Kinder, Brüder (c. 1, 1; 2, 10; 3, 6; 4, 14; 5, 5; 7, 1; 15, 4; 21, 9). Obwohl der Brief den Charakter einer lehrhaften Abhandlung trägt, liegt doch kein genügender Grund vor, die Adresse nur als eine literarische Einkleidungsform anzusehen und den Brief schlechthin an die Christenheit gerichtet zu betrachten4. Der Brief erhebt nirgends den Anspruch, vom Apostel Barnabas verfasst oder auch nur apostolischen Ursprungs zu sein; trotzdem hat ihn die Überlieferung von frühesten Zeiten dem Apostel Barnabas, dem Reisegefährten und Mitarbeiter Pauli5, zugesprochen. Bei Klemens von Alexandrien6S. 74werden Worte aus dem Briefe als solche des Apostels Barnabas erwähnt, der codex Sinaiticus, eine Bibelhandschrift aus dem vierten Jahrhundert, bringt den Brief hinter der Offenbarung des Johannes und vor dem Hirten des Hermas; Origines nennt ihn (καθολικὴ ἐπιστολὴ)7und zählt ihn nach Rufins Übersetzung des Werkes de principiis zur scriptura sacra8. Eusebius9rechnet ihn zu den umstrittenen Schriften, Hieronymus10zu den Apokryphen. Es haben sich auch mehrere Verteidiger der Echtheit des Barnabasbriefes gefunden (Alsog, Nirschl, auch Jungmann). Auf das Zeugnis des Altertums, das ähnlicherweise einmütig die romanhaften „Klementinen“ dem Klemens von Rom zuschreibt, dürfte nicht zuviel Wert gelegt werden; denn es ist nicht anzunehmen, dass der Apostel Barnabas zur Zeit, da der Brief entstanden ist - einige Zeit nach 7011- noch am Leben gewesen ist. Sodann enthält der Brief, wie wir oben gesehen haben, eine derart schroffe, prinzipielle Ablehnung des Alten Bundes, wie sie selbst einem Gefährten des Heidenapostels Paulus nicht zuzutrauen ist. Denn zwischen Pauli Lehre über das Alte Testament und den Anschauungen des Barnabasbriefes klafft eine breite Kluft. Paulus erkennt auch im Alten Bund ein gottgewolltes Institut, der Barnabasbrief redet von teuflischem Trugwerk (c. 9, 4). Solche Anschauungen passen nicht in die Kreise der Apostel Jesu Christi, nicht in den Gedankengang seiner Lehre über das Alte Testament. So bleibt uns also der Verfasser des Briefes unbekannt; seine Vertrautheit mit dem jüdischen Zeremoniell lässt vermuten, dass er aus jüdischen Kreisen zum Christentum gekommen ist."
Corpus_cpg-1050,Kommentar (Deutsch): Einleitung zum Barnabasbrief,Barnabasbrief,12,"Wann ist der Brief geschrieben worden? Einen sicheren Termin post quem bietet die Angabe über die Zerstörung des Tempels von Jerusalem im Jahre 70: „Denn da sie Krieg führten, wurde (der Tempel) von den Feinden zerstört;jetztaber wollen gerade dieS. 75Diener der Feinde ihn wieder aufbauen“ (c. 16, 4). Der mit „jetzt“ eingeleitete Satz lässt schließen, dass seit der Zerstörung des Tempels schon einige Zeit verflossen ist. Für die Gewinnung des Termins ante quem werden die Angaben des 4. und 16. Kapitels herangezogen, aber verschieden gewertet. Harnack beruft sich auf die eben erwähnte Stelle des 16. Kapitels von dem bevorstehenden Wiederaufbau des Tempels und sieht darin einen Hinweis auf den Bau des Jupitertempels in Jerusalem unter Kaiser Hadrian (117-138); dies führt ins Jahr 130 oder 13112. Funk13spricht dieser Stelle die Beweiskraft ab; es fehle die Begründung für die Beziehung der Stelle auf Hadrian, da die Worte sich genügend erklären aus der Hoffnung der Juden auf Wiederherstellung des Tempels, zudem sei die Stelle eher vom geistlichen Tempelbau zu verstehen (siehe vor allem c. 16, 6 ff.). Funk stützt seine Datierung auf die in Kapitel 4, 4 angeführte Danielstelle 7, 24: „Zehn Königreiche werden auf Erden die Herrschaft führen; dann wird nach ihnen ein kleiner König aufstehen, der drei von den Königen auf einmal demütigen wird.“ In dem kleinen elften König sieht Funk den römischen Kaiser Nerva (96-98), der auf die Ermordung Domitians hin den Thron bestieg; in Domitian seien die drei Flavier, als Einheit gefasst, gestürzt. Gewiss hat diese Erklärung ihre Schwierigkeiten (so ist Nerva nicht der elfte, sondern der zwölfte Kaiser, aber von den drei Kaisern des Jahres 69 konnte leicht einer übersehen werden), aber jedenfalls hält uns der zehnte oder elfte Kaiser im ersten Jahrhundert fest."
Corpus_cpg-1050,Kommentar (Deutsch): Einleitung zum Barnabasbrief,Barnabasbrief,,"Die im Barnabasbrief bis ins Übermaß gehäufte allegorische Schrifterklärung weist darauf hin, in Alexandrien die Heimat des Verfassers zu suchen; denn dort war diese Art der Schriftauslegung zu Hause."
Corpus_cpg-1050,Kommentar (Deutsch): Einleitung zum Barnabasbrief,Barnabasbrief,,"O. Bardenhewer, Gesch. d. altkirchl. Literatur I (2. Aufl.) 113.↩"
Corpus_cpg-1050,Kommentar (Deutsch): Einleitung zum Barnabasbrief,Barnabasbrief,,"G. Krüger, Gesch. d. altchristl. Literatur 1895, 14.↩"
Corpus_cpg-1050,Kommentar (Deutsch): Einleitung zum Barnabasbrief,Barnabasbrief,,"Die Erlaubnis zum Bau eines jüdischen Tempels hat Hadrian nicht gegeben (Schürer, Gesch. des jüdischen Volkes im Zeitalter Jesu Christi, I (3. - 4. Aufl.) (1901) S. 671 ff.).↩"
Corpus_cpg-1050,Kommentar (Deutsch): Einleitung zum Barnabasbrief,Barnabasbrief,,Wetzer u. Weltes Kirchenlexikon I (2. Aufl.) 2029 u. Kirchengesch. Abhandlungen u. Untersuch. II 1899 S. 77-108.↩
